sequence,urn,document,lexeme
454,urn:cts:compnov:bible.genesis:18.30,vulgate,ls.n46529
454,urn:cts:compnov:bible.genesis:18.30,vulgate,ls.n41387
454,urn:cts:compnov:bible.genesis:18.30,vulgate,ls.n17516
454,urn:cts:compnov:bible.genesis:18.30,targum,ls.n13804
454,urn:cts:compnov:bible.genesis:18.30,targum,ls.n24885
454,urn:cts:compnov:bible.genesis:18.30,targum,ls.n26988
454,urn:cts:compnov:bible.genesis:18.30,targum,ls.n24717
454,urn:cts:compnov:bible.genesis:18.30,targum,ls.n17516
454,urn:cts:compnov:bible.genesis:18.30,septuagint,ls.n26988
454,urn:cts:compnov:bible.genesis:18.30,septuagint,ls.n46529
454,urn:cts:compnov:bible.genesis:18.30,septuagint,ls.n24717
454,urn:cts:compnov:bible.genesis:18.30,septuagint,ls.n13804
455,urn:cts:compnov:bible.genesis:18.31,greek,lsj.n31161
455,urn:cts:compnov:bible.genesis:18.31,greek,lsj.n45996
455,urn:cts:compnov:bible.genesis:18.31,vulgate,ls.n8883
455,urn:cts:compnov:bible.genesis:18.31,vulgate,ls.n26988
455,urn:cts:compnov:bible.genesis:18.31,vulgate,ls.n24717
455,urn:cts:compnov:bible.genesis:18.31,vulgate,ls.n46529
455,urn:cts:compnov:bible.genesis:18.31,vulgate,ls.n24257
455,urn:cts:compnov:bible.genesis:18.31,targum,ls.n13804
455,urn:cts:compnov:bible.genesis:18.31,targum,ls.n26988
455,urn:cts:compnov:bible.genesis:18.31,targum,ls.n46529
455,urn:cts:compnov:bible.genesis:18.31,targum,ls.n24717
455,urn:cts:compnov:bible.genesis:18.31,septuagint,ls.n13804
455,urn:cts:compnov:bible.genesis:18.31,septuagint,ls.n20077
455,urn:cts:compnov:bible.genesis:18.31,septuagint,ls.n26988
455,urn:cts:compnov:bible.genesis:18.31,septuagint,ls.n24717
455,urn:cts:compnov:bible.genesis:18.31,septuagint,ls.n46529
456,urn:cts:compnov:bible.genesis:18.32,greek,lsj.n31161
456,urn:cts:compnov:bible.genesis:18.32,vulgate,ls.n23674
456,urn:cts:compnov:bible.genesis:18.32,vulgate,ls.n24885
456,urn:cts:compnov:bible.genesis:18.32,vulgate,ls.n26988
456,urn:cts:compnov:bible.genesis:18.32,vulgate,ls.n24717
456,urn:cts:compnov:bible.genesis:18.32,vulgate,ls.n46529
456,urn:cts:compnov:bible.genesis:18.32,vulgate,ls.n13804
456,urn:cts:compnov:bible.genesis:18.32,targum,ls.n26988
456,urn:cts:compnov:bible.genesis:18.32,targum,ls.n24717
456,urn:cts:compnov:bible.genesis:18.32,targum,ls.n13804
456,urn:cts:compnov:bible.genesis:18.32,septuagint,ls.n13804
456,urn:cts:compnov:bible.genesis:18.32,septuagint,ls.n26988
456,urn:cts:compnov:bible.genesis:18.32,septuagint,ls.n46529
456,urn:cts:compnov:bible.genesis:18.32,septuagint,ls.n24717
457,urn:cts:compnov:bible.genesis:18.33,greek,lsj.n80140
457,urn:cts:compnov:bible.genesis:18.33,vulgate,ls.n7622
457,urn:cts:compnov:bible.genesis:18.33,vulgate,ls.n26988
457,urn:cts:compnov:bible.genesis:18.33,vulgate,ls.n46529
457,urn:cts:compnov:bible.genesis:18.33,targum,ls.n46529
457,urn:cts:compnov:bible.genesis:18.33,targum,ls.n7622
457,urn:cts:compnov:bible.genesis:18.33,targum,ls.n26988
457,urn:cts:compnov:bible.genesis:18.33,septuagint,ls.n7622
457,urn:cts:compnov:bible.genesis:18.33,septuagint,ls.n26988
457,urn:cts:compnov:bible.genesis:18.33,septuagint,ls.n46529
458,urn:cts:compnov:bible.genesis:19.1,greek,lsj.n42827
458,urn:cts:compnov:bible.genesis:19.1,greek,lsj.n74735
458,urn:cts:compnov:bible.genesis:19.1,vulgate,ls.n50442
458,urn:cts:compnov:bible.genesis:19.1,vulgate,ls.n43305
458,urn:cts:compnov:bible.genesis:19.1,vulgate,ls.n50883
458,urn:cts:compnov:bible.genesis:19.1,vulgate,ls.n15868
458,urn:cts:compnov:bible.genesis:19.1,targum,ls.n43305
458,urn:cts:compnov:bible.genesis:19.1,septuagint,ls.n43305
459,urn:cts:compnov:bible.genesis:19.2,greek,lsj.n31161
459,urn:cts:compnov:bible.genesis:19.2,vulgate,ls.n13804
459,urn:cts:compnov:bible.genesis:19.2,vulgate,ls.n27858
459,urn:cts:compnov:bible.genesis:19.2,vulgate,ls.n38619
459,urn:cts:compnov:bible.genesis:19.2,targum,ls.n43940
459,urn:cts:compnov:bible.genesis:19.2,targum,ls.n27858
459,urn:cts:compnov:bible.genesis:19.2,targum,ls.n15868
459,urn:cts:compnov:bible.genesis:19.2,targum,ls.n13804
459,urn:cts:compnov:bible.genesis:19.2,septuagint,ls.n13804
459,urn:cts:compnov:bible.genesis:19.2,septuagint,ls.n27858
459,urn:cts:compnov:bible.genesis:19.2,septuagint,ls.n38619
460,urn:cts:compnov:bible.genesis:19.3,greek,lsj.n84234
460,urn:cts:compnov:bible.genesis:19.3,vulgate,ls.n17516
460,urn:cts:compnov:bible.genesis:19.3,targum,ls.n46529
460,urn:cts:compnov:bible.genesis:19.3,targum,ls.n17516
460,urn:cts:compnov:bible.genesis:19.3,septuagint,ls.n8939
460,urn:cts:compnov:bible.genesis:19.3,septuagint,ls.n46529
460,urn:cts:compnov:bible.genesis:19.3,septuagint,ls.n17516
461,urn:cts:compnov:bible.genesis:19.4,vulgate,ls.n15868
461,urn:cts:compnov:bible.genesis:19.4,targum,ls.n15868
462,urn:cts:compnov:bible.genesis:19.5,greek,lsj.n62205
462,urn:cts:compnov:bible.genesis:19.5,greek,lsj.n31130
462,urn:cts:compnov:bible.genesis:19.5,greek,lsjx.n31351
462,urn:cts:compnov:bible.genesis:19.5,vulgate,ls.n13804
462,urn:cts:compnov:bible.genesis:19.5,vulgate,ls.n46529
462,urn:cts:compnov:bible.genesis:19.5,vulgate,ls.n8938
462,urn:cts:compnov:bible.genesis:19.5,targum,ls.n13804
462,urn:cts:compnov:bible.genesis:19.5,targum,ls.n46529
462,urn:cts:compnov:bible.genesis:19.5,targum,ls.n8938
462,urn:cts:compnov:bible.genesis:19.5,septuagint,ls.n13804
462,urn:cts:compnov:bible.genesis:19.5,septuagint,ls.n46529
463,urn:cts:compnov:bible.genesis:19.6,targum,ls.n46529
463,urn:cts:compnov:bible.genesis:19.6,targum,ls.n8535
463,urn:cts:compnov:bible.genesis:19.6,septuagint,ls.n46529
464,urn:cts:compnov:bible.genesis:19.7,greek,lsj.n31161
464,urn:cts:compnov:bible.genesis:19.7,vulgate,ls.n17516
464,urn:cts:compnov:bible.genesis:19.7,targum,ls.n17516
464,urn:cts:compnov:bible.genesis:19.7,septuagint,ls.n17516
465,urn:cts:compnov:bible.genesis:19.8,greek,lsj.n31130
465,urn:cts:compnov:bible.genesis:19.8,greek,lsj.n22210
465,urn:cts:compnov:bible.genesis:19.8,vulgate,ls.n20077
465,urn:cts:compnov:bible.genesis:19.8,vulgate,ls.n8938
465,urn:cts:compnov:bible.genesis:19.8,vulgate,ls.n15868
465,urn:cts:compnov:bible.genesis:19.8,vulgate,ls.n36504
465,urn:cts:compnov:bible.genesis:19.8,vulgate,ls.n17516
465,urn:cts:compnov:bible.genesis:19.8,vulgate,ls.n46529
465,urn:cts:compnov:bible.genesis:19.8,targum,ls.n20077
465,urn:cts:compnov:bible.genesis:19.8,targum,ls.n8938
465,urn:cts:compnov:bible.genesis:19.8,targum,ls.n15868
465,urn:cts:compnov:bible.genesis:19.8,targum,ls.n17516
465,urn:cts:compnov:bible.genesis:19.8,targum,ls.n36504
465,urn:cts:compnov:bible.genesis:19.8,targum,ls.n46529
465,urn:cts:compnov:bible.genesis:19.8,septuagint,ls.n46529
465,urn:cts:compnov:bible.genesis:19.8,septuagint,ls.n8938
465,urn:cts:compnov:bible.genesis:19.8,septuagint,ls.n15868
465,urn:cts:compnov:bible.genesis:19.8,septuagint,ls.n36504
465,urn:cts:compnov:bible.genesis:19.8,septuagint,ls.n17516
466,urn:cts:compnov:bible.genesis:19.9,vulgate,ls.n13804
466,urn:cts:compnov:bible.genesis:19.9,vulgate,ls.n46529
466,urn:cts:compnov:bible.genesis:19.9,vulgate,ls.n23674
466,urn:cts:compnov:bible.genesis:19.9,vulgate,ls.n25294
466,urn:cts:compnov:bible.genesis:19.9,vulgate,ls.n17516
466,urn:cts:compnov:bible.genesis:19.9,targum,ls.n13804
466,urn:cts:compnov:bible.genesis:19.9,targum,ls.n25294
466,urn:cts:compnov:bible.genesis:19.9,septuagint,ls.n13804
466,urn:cts:compnov:bible.genesis:19.9,septuagint,ls.n46529
466,urn:cts:compnov:bible.genesis:19.9,septuagint,ls.n20088
466,urn:cts:compnov:bible.genesis:19.9,septuagint,ls.n25294
466,urn:cts:compnov:bible.genesis:19.9,septuagint,ls.n8939
467,urn:cts:compnov:bible.genesis:19.10,vulgate,ls.n29328
467,urn:cts:compnov:bible.genesis:19.10,vulgate,ls.n8535
467,urn:cts:compnov:bible.genesis:19.10,targum,ls.n8535
467,urn:cts:compnov:bible.genesis:19.10,septuagint,ls.n8535
468,urn:cts:compnov:bible.genesis:19.11,greek,lsj.n31130
468,urn:cts:compnov:bible.genesis:19.11,vulgate,ls.n46529
468,urn:cts:compnov:bible.genesis:19.11,vulgate,ls.n34771
468,urn:cts:compnov:bible.genesis:19.11,vulgate,ls.n24717
468,urn:cts:compnov:bible.genesis:19.11,vulgate,ls.n37193
468,urn:cts:compnov:bible.genesis:19.11,targum,ls.n46529
468,urn:cts:compnov:bible.genesis:19.11,targum,ls.n34771
468,urn:cts:compnov:bible.genesis:19.11,targum,ls.n50442
468,urn:cts:compnov:bible.genesis:19.11,septuagint,ls.n34771
468,urn:cts:compnov:bible.genesis:19.11,septuagint,ls.n40089
469,urn:cts:compnov:bible.genesis:19.12,greek,lsj.n31130
469,urn:cts:compnov:bible.genesis:19.12,vulgate,ls.n13804
469,urn:cts:compnov:bible.genesis:19.12,vulgate,ls.n20077
469,urn:cts:compnov:bible.genesis:19.12,vulgate,ls.n46529
469,urn:cts:compnov:bible.genesis:19.12,targum,ls.n13804
469,urn:cts:compnov:bible.genesis:19.12,targum,ls.n20077
469,urn:cts:compnov:bible.genesis:19.12,septuagint,ls.n13804
469,urn:cts:compnov:bible.genesis:19.12,septuagint,ls.n46529
470,urn:cts:compnov:bible.genesis:19.13,vulgate,ls.n15868
470,urn:cts:compnov:bible.genesis:19.13,vulgate,ls.n29328
470,urn:cts:compnov:bible.genesis:19.13,targum,ls.n46529
470,urn:cts:compnov:bible.genesis:19.13,targum,ls.n29328
470,urn:cts:compnov:bible.genesis:19.13,septuagint,ls.n46529
470,urn:cts:compnov:bible.genesis:19.13,septuagint,ls.n29328
470,urn:cts:compnov:bible.genesis:19.13,septuagint,ls.n15868
471,urn:cts:compnov:bible.genesis:19.14,greek,lsj.n31161
471,urn:cts:compnov:bible.genesis:19.14,greek,lsj.verbstems
471,urn:cts:compnov:bible.genesis:19.14,vulgate,ls.n26988
471,urn:cts:compnov:bible.genesis:19.14,vulgate,ls.n46529
471,urn:cts:compnov:bible.genesis:19.14,vulgate,ls.n363
471,urn:cts:compnov:bible.genesis:19.14,vulgate,ls.n13804
471,urn:cts:compnov:bible.genesis:19.14,vulgate,ls.n50883
471,urn:cts:compnov:bible.genesis:19.14,targum,ls.n46529
471,urn:cts:compnov:bible.genesis:19.14,targum,ls.n26988
471,urn:cts:compnov:bible.genesis:19.14,targum,ls.n363
471,urn:cts:compnov:bible.genesis:19.14,septuagint,ls.n46529
471,urn:cts:compnov:bible.genesis:19.14,septuagint,ls.n26988
471,urn:cts:compnov:bible.genesis:19.14,septuagint,ls.n363
471,urn:cts:compnov:bible.genesis:19.14,septuagint,ls.n13804
472,urn:cts:compnov:bible.genesis:19.15,greek,lsj.n22209
472,urn:cts:compnov:bible.genesis:19.15,greek,lsj.n62205
472,urn:cts:compnov:bible.genesis:19.15,greek,lsj.n45996
472,urn:cts:compnov:bible.genesis:19.15,vulgate,ls.n46529
472,urn:cts:compnov:bible.genesis:19.15,vulgate,ls.n27858
472,urn:cts:compnov:bible.genesis:19.15,vulgate,ls.n8939
472,urn:cts:compnov:bible.genesis:19.15,vulgate,ls.n13804
472,urn:cts:compnov:bible.genesis:19.15,vulgate,ls.n20077
472,urn:cts:compnov:bible.genesis:19.15,targum,ls.n46529
472,urn:cts:compnov:bible.genesis:19.15,targum,ls.n27858
472,urn:cts:compnov:bible.genesis:19.15,targum,ls.n8939
472,urn:cts:compnov:bible.genesis:19.15,targum,ls.n13804
472,urn:cts:compnov:bible.genesis:19.15,targum,ls.n24717
472,urn:cts:compnov:bible.genesis:19.15,targum,ls.n34771
472,urn:cts:compnov:bible.genesis:19.15,septuagint,ls.n17516
472,urn:cts:compnov:bible.genesis:19.15,septuagint,ls.n46529
472,urn:cts:compnov:bible.genesis:19.15,septuagint,ls.n13804
472,urn:cts:compnov:bible.genesis:19.15,septuagint,ls.n363
472,urn:cts:compnov:bible.genesis:19.15,septuagint,ls.n20077
473,urn:cts:compnov:bible.genesis:19.16,vulgate,ls.n15868
473,urn:cts:compnov:bible.genesis:19.16,targum,ls.n17516
473,urn:cts:compnov:bible.genesis:19.16,septuagint,ls.n46529
473,urn:cts:compnov:bible.genesis:19.16,septuagint,ls.n47770
474,urn:cts:compnov:bible.genesis:19.17,greek,lsj.n22209
474,urn:cts:compnov:bible.genesis:19.17,greek,lsj.n51241
474,urn:cts:compnov:bible.genesis:19.17,vulgate,ls.n37010
474,urn:cts:compnov:bible.genesis:19.17,vulgate,ls.n26988
474,urn:cts:compnov:bible.genesis:19.17,vulgate,ls.n46529
474,urn:cts:compnov:bible.genesis:19.17,vulgate,ls.n13804
474,urn:cts:compnov:bible.genesis:19.17,vulgate,ls.n45457
474,urn:cts:compnov:bible.genesis:19.17,targum,ls.n37010
474,urn:cts:compnov:bible.genesis:19.17,targum,ls.n17516
474,urn:cts:compnov:bible.genesis:19.17,targum,ls.n46529
474,urn:cts:compnov:bible.genesis:19.17,targum,ls.n49372
474,urn:cts:compnov:bible.genesis:19.17,targum,ls.n45457
474,urn:cts:compnov:bible.genesis:19.17,septuagint,ls.n17516
474,urn:cts:compnov:bible.genesis:19.17,septuagint,ls.n46529
474,urn:cts:compnov:bible.genesis:19.17,septuagint,ls.n13804
474,urn:cts:compnov:bible.genesis:19.17,septuagint,ls.n45457
475,urn:cts:compnov:bible.genesis:19.18,greek,lsj.n31161
475,urn:cts:compnov:bible.genesis:19.18,vulgate,ls.n13804
475,urn:cts:compnov:bible.genesis:19.18,septuagint,ls.n13804
476,urn:cts:compnov:bible.genesis:19.19,greek,lsj.n84234
476,urn:cts:compnov:bible.genesis:19.19,greek,lsj.n28566
476,urn:cts:compnov:bible.genesis:19.19,greek,lsj.n54345
476,urn:cts:compnov:bible.genesis:19.19,greek,lsj.n12641
476,urn:cts:compnov:bible.genesis:19.19,vulgate,ls.n24717
476,urn:cts:compnov:bible.genesis:19.19,vulgate,ls.n17516
476,urn:cts:compnov:bible.genesis:19.19,vulgate,ls.n37193
476,urn:cts:compnov:bible.genesis:19.19,vulgate,ls.n29707
476,urn:cts:compnov:bible.genesis:19.19,targum,ls.n24717
476,urn:cts:compnov:bible.genesis:19.19,targum,ls.n17516
476,urn:cts:compnov:bible.genesis:19.19,targum,ls.n37193
476,urn:cts:compnov:bible.genesis:19.19,targum,ls.n29707
476,urn:cts:compnov:bible.genesis:19.19,septuagint,ls.n24717
476,urn:cts:compnov:bible.genesis:19.19,septuagint,ls.n37193
476,urn:cts:compnov:bible.genesis:19.19,septuagint,ls.n29707
477,urn:cts:compnov:bible.genesis:19.20,greek,lsj.n31130
477,urn:cts:compnov:bible.genesis:19.20,greek,lsj.n46123
477,urn:cts:compnov:bible.genesis:19.20,vulgate,ls.n46529
477,urn:cts:compnov:bible.genesis:19.20,vulgate,ls.n37193
477,urn:cts:compnov:bible.genesis:19.20,vulgate,ls.n18943
477,urn:cts:compnov:bible.genesis:19.20,vulgate,ls.n51238
477,urn:cts:compnov:bible.genesis:19.20,targum,ls.n46529
477,urn:cts:compnov:bible.genesis:19.20,septuagint,ls.n18943
477,urn:cts:compnov:bible.genesis:19.20,septuagint,ls.n46529
478,urn:cts:compnov:bible.genesis:19.21,greek,lsj.n31161
478,urn:cts:compnov:bible.genesis:19.21,vulgate,ls.n13804
478,urn:cts:compnov:bible.genesis:19.21,vulgate,ls.n26988
478,urn:cts:compnov:bible.genesis:19.21,vulgate,ls.n46529
478,urn:cts:compnov:bible.genesis:19.21,targum,ls.n13804
478,urn:cts:compnov:bible.genesis:19.21,targum,ls.n50654
478,urn:cts:compnov:bible.genesis:19.21,septuagint,ls.n13804
478,urn:cts:compnov:bible.genesis:19.21,septuagint,ls.n46529
478,urn:cts:compnov:bible.genesis:19.21,septuagint,ls.n26988
479,urn:cts:compnov:bible.genesis:19.22,greek,lsj.n28566
479,urn:cts:compnov:bible.genesis:19.22,greek,lsj.n84234
479,urn:cts:compnov:bible.genesis:19.22,greek,lsj.n42827
479,urn:cts:compnov:bible.genesis:19.22,greek,lsj.n52571
479,urn:cts:compnov:bible.genesis:19.22,vulgate,ls.n37193
479,urn:cts:compnov:bible.genesis:19.22,vulgate,ls.n17516
479,urn:cts:compnov:bible.genesis:19.22,vulgate,ls.n46529
479,urn:cts:compnov:bible.genesis:19.22,targum,ls.n37193
479,urn:cts:compnov:bible.genesis:19.22,targum,ls.n17516
479,urn:cts:compnov:bible.genesis:19.22,septuagint,ls.n37193
479,urn:cts:compnov:bible.genesis:19.22,septuagint,ls.n17516
480,urn:cts:compnov:bible.genesis:19.23,vulgate,ls.n46529
480,urn:cts:compnov:bible.genesis:19.23,targum,ls.n46529
480,urn:cts:compnov:bible.genesis:19.23,septuagint,ls.n46529
482,urn:cts:compnov:bible.genesis:19.25,vulgate,ls.n51044
482,urn:cts:compnov:bible.genesis:19.25,septuagint,ls.n20088
482,urn:cts:compnov:bible.genesis:19.25,septuagint,ls.n19511
483,urn:cts:compnov:bible.genesis:19.26,greek,lsj.n22209
483,urn:cts:compnov:bible.genesis:19.26,vulgate,ls.n50654
483,urn:cts:compnov:bible.genesis:19.26,vulgate,ls.n46529
483,urn:cts:compnov:bible.genesis:19.26,targum,ls.n17516
483,urn:cts:compnov:bible.genesis:19.26,targum,ls.n46529
483,urn:cts:compnov:bible.genesis:19.26,septuagint,ls.n17516
483,urn:cts:compnov:bible.genesis:19.26,septuagint,ls.n46529
484,urn:cts:compnov:bible.genesis:19.27,vulgate,ls.n27858
484,urn:cts:compnov:bible.genesis:19.27,vulgate,ls.n45457
484,urn:cts:compnov:bible.genesis:19.27,targum,ls.n27858
484,urn:cts:compnov:bible.genesis:19.27,targum,ls.n45457
484,urn:cts:compnov:bible.genesis:19.27,septuagint,ls.n45457
485,urn:cts:compnov:bible.genesis:19.28,greek,lsj.n74735
485,urn:cts:compnov:bible.genesis:19.28,vulgate,ls.n46529
485,urn:cts:compnov:bible.genesis:19.28,vulgate,ls.n50883
485,urn:cts:compnov:bible.genesis:19.28,targum,ls.n46529
486,urn:cts:compnov:bible.genesis:19.29,greek,lsj.n22209
486,urn:cts:compnov:bible.genesis:19.29,vulgate,ls.n26479
486,urn:cts:compnov:bible.genesis:19.29,vulgate,ls.n20088
486,urn:cts:compnov:bible.genesis:19.29,targum,ls.n17516
486,urn:cts:compnov:bible.genesis:19.29,targum,ls.n46529
486,urn:cts:compnov:bible.genesis:19.29,targum,ls.n29328
486,urn:cts:compnov:bible.genesis:19.29,targum,ls.n20088
486,urn:cts:compnov:bible.genesis:19.29,septuagint,ls.n17516
486,urn:cts:compnov:bible.genesis:19.29,septuagint,ls.n46529
486,urn:cts:compnov:bible.genesis:19.29,septuagint,ls.n20088
487,urn:cts:compnov:bible.genesis:19.30,vulgate,ls.n27858
487,urn:cts:compnov:bible.genesis:19.30,vulgate,ls.n15868
487,urn:cts:compnov:bible.genesis:19.30,targum,ls.n20088
487,urn:cts:compnov:bible.genesis:19.30,targum,ls.n15868
487,urn:cts:compnov:bible.genesis:19.30,targum,ls.n48358
487,urn:cts:compnov:bible.genesis:19.30,septuagint,ls.n46529
487,urn:cts:compnov:bible.genesis:19.30,septuagint,ls.n43305
487,urn:cts:compnov:bible.genesis:19.30,septuagint,ls.n15868
487,urn:cts:compnov:bible.genesis:19.30,septuagint,ls.n48358
487,urn:cts:compnov:bible.genesis:19.30,septuagint,ls.n20088
488,urn:cts:compnov:bible.genesis:19.31,greek,lsj.n31161
488,urn:cts:compnov:bible.genesis:19.31,greek,lsj.n31130
488,urn:cts:compnov:bible.genesis:19.31,vulgate,ls.n13804
488,urn:cts:compnov:bible.genesis:19.31,vulgate,ls.n46529
488,urn:cts:compnov:bible.genesis:19.31,vulgate,ls.n37193
488,urn:cts:compnov:bible.genesis:19.31,targum,ls.n13804
488,urn:cts:compnov:bible.genesis:19.31,targum,ls.n46529
488,urn:cts:compnov:bible.genesis:19.31,septuagint,ls.n13804
488,urn:cts:compnov:bible.genesis:19.31,septuagint,ls.n46529
488,urn:cts:compnov:bible.genesis:19.31,septuagint,ls.n10977
489,urn:cts:compnov:bible.genesis:19.32,vulgate,ls.n50442
489,urn:cts:compnov:bible.genesis:19.32,vulgate,ls.n15868
489,urn:cts:compnov:bible.genesis:19.32,vulgate,ls.n43947
489,urn:cts:compnov:bible.genesis:19.32,vulgate,ls.n37193
489,urn:cts:compnov:bible.genesis:19.32,targum,ls.n15868
489,urn:cts:compnov:bible.genesis:19.32,septuagint,ls.n15868
490,urn:cts:compnov:bible.genesis:19.33,greek,lsjx.n31351
490,urn:cts:compnov:bible.genesis:19.33,vulgate,ls.n14599
490,urn:cts:compnov:bible.genesis:19.33,vulgate,ls.n5275
490,urn:cts:compnov:bible.genesis:19.33,vulgate,ls.n46529
490,urn:cts:compnov:bible.genesis:19.33,vulgate,ls.n43681
490,urn:cts:compnov:bible.genesis:19.33,targum,ls.n46529
490,urn:cts:compnov:bible.genesis:19.33,targum,ls.n9942
490,urn:cts:compnov:bible.genesis:19.33,septuagint,ls.n42976
491,urn:cts:compnov:bible.genesis:19.34,greek,lsj.n22209
491,urn:cts:compnov:bible.genesis:19.34,greek,lsj.n31161
491,urn:cts:compnov:bible.genesis:19.34,greek,lsjx.n31351
491,urn:cts:compnov:bible.genesis:19.34,vulgate,ls.n13804
491,urn:cts:compnov:bible.genesis:19.34,vulgate,ls.n14599
491,urn:cts:compnov:bible.genesis:19.34,vulgate,ls.n5275
491,urn:cts:compnov:bible.genesis:19.34,vulgate,ls.n15868
491,urn:cts:compnov:bible.genesis:19.34,targum,ls.n17516
491,urn:cts:compnov:bible.genesis:19.34,targum,ls.n46529
491,urn:cts:compnov:bible.genesis:19.34,targum,ls.n43823
491,urn:cts:compnov:bible.genesis:19.34,targum,ls.n13804
491,urn:cts:compnov:bible.genesis:19.34,targum,ls.n15868
491,urn:cts:compnov:bible.genesis:19.34,septuagint,ls.n17516
491,urn:cts:compnov:bible.genesis:19.34,septuagint,ls.n46529
491,urn:cts:compnov:bible.genesis:19.34,septuagint,ls.n13804
491,urn:cts:compnov:bible.genesis:19.34,septuagint,ls.n15868
492,urn:cts:compnov:bible.genesis:19.35,greek,lsjx.n31351
492,urn:cts:compnov:bible.genesis:19.35,vulgate,ls.n14599
492,urn:cts:compnov:bible.genesis:19.35,vulgate,ls.n5275
492,urn:cts:compnov:bible.genesis:19.35,vulgate,ls.n15868
492,urn:cts:compnov:bible.genesis:19.35,vulgate,ls.n43681
492,urn:cts:compnov:bible.genesis:19.35,vulgate,ls.n9942
492,urn:cts:compnov:bible.genesis:19.35,targum,ls.n9942
492,urn:cts:compnov:bible.genesis:19.35,targum,ls.n15868
492,urn:cts:compnov:bible.genesis:19.35,septuagint,ls.n42976
493,urn:cts:compnov:bible.genesis:19.36,greek,lsjx.n98173
494,urn:cts:compnov:bible.genesis:19.37,greek,lsj.n52571
494,urn:cts:compnov:bible.genesis:19.37,greek,lsj.n62205
494,urn:cts:compnov:bible.genesis:19.37,vulgate,ls.n33879
494,urn:cts:compnov:bible.genesis:19.37,vulgate,ls.n46529
494,urn:cts:compnov:bible.genesis:19.37,targum,ls.n33879
494,urn:cts:compnov:bible.genesis:19.37,targum,ls.n46529
494,urn:cts:compnov:bible.genesis:19.37,septuagint,ls.n33879
494,urn:cts:compnov:bible.genesis:19.37,septuagint,ls.n13804
495,urn:cts:compnov:bible.genesis:19.38,greek,lsj.n52571
495,urn:cts:compnov:bible.genesis:19.38,greek,lsj.n62205
495,urn:cts:compnov:bible.genesis:19.38,vulgate,ls.n33879
495,urn:cts:compnov:bible.genesis:19.38,vulgate,ls.n46529
495,urn:cts:compnov:bible.genesis:19.38,targum,ls.n33879
495,urn:cts:compnov:bible.genesis:19.38,targum,ls.n46529
495,urn:cts:compnov:bible.genesis:19.38,septuagint,ls.n33879
496,urn:cts:compnov:bible.genesis:20.1,greek,lsj.n72273
496,urn:cts:compnov:bible.genesis:20.1,vulgate,ls.n38618
496,urn:cts:compnov:bible.genesis:20.1,vulgate,ls.n20088
496,urn:cts:compnov:bible.genesis:20.1,vulgate,ls.n46529
496,urn:cts:compnov:bible.genesis:20.1,vulgate,ls.n19512
496,urn:cts:compnov:bible.genesis:20.1,targum,ls.n38618
496,urn:cts:compnov:bible.genesis:20.1,targum,ls.n46529
496,urn:cts:compnov:bible.genesis:20.1,targum,ls.n20088
496,urn:cts:compnov:bible.genesis:20.1,targum,ls.n30423
496,urn:cts:compnov:bible.genesis:20.1,targum,ls.n19512
496,urn:cts:compnov:bible.genesis:20.1,septuagint,ls.n29781
496,urn:cts:compnov:bible.genesis:20.1,septuagint,ls.n20088
496,urn:cts:compnov:bible.genesis:20.1,septuagint,ls.n19512
497,urn:cts:compnov:bible.genesis:20.2,greek,lsj.n31161
497,urn:cts:compnov:bible.genesis:20.2,greek,lsj.n31130
497,urn:cts:compnov:bible.genesis:20.2,greek,lsj.n12973
497,urn:cts:compnov:bible.genesis:20.2,greek,lsj.n61791
497,urn:cts:compnov:bible.genesis:20.2,vulgate,ls.n13804
497,urn:cts:compnov:bible.genesis:20.2,vulgate,ls.n46529
497,urn:cts:compnov:bible.genesis:20.2,vulgate,ls.n29328
497,urn:cts:compnov:bible.genesis:20.2,vulgate,ls.n17964
497,urn:cts:compnov:bible.genesis:20.2,vulgate,ls.n15868
497,urn:cts:compnov:bible.genesis:20.2,targum,ls.n13804
497,urn:cts:compnov:bible.genesis:20.2,targum,ls.n46529
497,urn:cts:compnov:bible.genesis:20.2,targum,ls.n29328
497,urn:cts:compnov:bible.genesis:20.2,targum,ls.n19512
497,urn:cts:compnov:bible.genesis:20.2,targum,ls.n17964
497,urn:cts:compnov:bible.genesis:20.2,septuagint,ls.n13804
497,urn:cts:compnov:bible.genesis:20.2,septuagint,ls.n46529
497,urn:cts:compnov:bible.genesis:20.2,septuagint,ls.n48358
497,urn:cts:compnov:bible.genesis:20.2,septuagint,ls.n24257
497,urn:cts:compnov:bible.genesis:20.2,septuagint,ls.n29328
497,urn:cts:compnov:bible.genesis:20.2,septuagint,ls.n363
498,urn:cts:compnov:bible.genesis:20.3,greek,lsj.n31161
498,urn:cts:compnov:bible.genesis:20.3,greek,lsj.n31130
498,urn:cts:compnov:bible.genesis:20.3,vulgate,ls.n50442
498,urn:cts:compnov:bible.genesis:20.3,vulgate,ls.n29707
498,urn:cts:compnov:bible.genesis:20.3,vulgate,ls.n17964
498,urn:cts:compnov:bible.genesis:20.3,vulgate,ls.n20077
498,urn:cts:compnov:bible.genesis:20.3,targum,ls.n29707
498,urn:cts:compnov:bible.genesis:20.3,targum,ls.n17964
498,urn:cts:compnov:bible.genesis:20.3,targum,ls.n46529
