sequence,urn,document,lexeme
1,urn:cts:compnov:bible.genesis:1.1,greek,lsj.n84234
1,urn:cts:compnov:bible.genesis:1.1,vulgate,ls.n11543
1,urn:cts:compnov:bible.genesis:1.1,targum,ls.n11543
1,urn:cts:compnov:bible.genesis:1.1,septuagint,ls.n17516
2,urn:cts:compnov:bible.genesis:1.2,greek,lsj.n31130
2,urn:cts:compnov:bible.genesis:1.2,vulgate,ls.n46529
2,urn:cts:compnov:bible.genesis:1.2,vulgate,ls.n17964
2,urn:cts:compnov:bible.genesis:1.2,targum,ls.n46529
2,urn:cts:compnov:bible.genesis:1.2,targum,ls.n13352
2,urn:cts:compnov:bible.genesis:1.2,targum,ls.n24039
2,urn:cts:compnov:bible.genesis:1.2,septuagint,ls.n46529
2,urn:cts:compnov:bible.genesis:1.2,septuagint,ls.n17964
3,urn:cts:compnov:bible.genesis:1.3,greek,lsj.n31161
3,urn:cts:compnov:bible.genesis:1.3,greek,lsj.n22209
3,urn:cts:compnov:bible.genesis:1.3,vulgate,ls.n13804
3,urn:cts:compnov:bible.genesis:1.3,vulgate,ls.n18209
3,urn:cts:compnov:bible.genesis:1.3,vulgate,ls.n17516
3,urn:cts:compnov:bible.genesis:1.3,vulgate,ls.n46529
3,urn:cts:compnov:bible.genesis:1.3,targum,ls.n13804
3,urn:cts:compnov:bible.genesis:1.3,targum,ls.n46529
3,urn:cts:compnov:bible.genesis:1.3,septuagint,ls.n13804
3,urn:cts:compnov:bible.genesis:1.3,septuagint,ls.n18209
3,urn:cts:compnov:bible.genesis:1.3,septuagint,ls.n17516
3,urn:cts:compnov:bible.genesis:1.3,septuagint,ls.n46529
4,urn:cts:compnov:bible.genesis:1.4,greek,lsj.n74735
4,urn:cts:compnov:bible.genesis:1.4,vulgate,ls.n50883
4,urn:cts:compnov:bible.genesis:1.4,vulgate,ls.n46529
4,urn:cts:compnov:bible.genesis:1.4,vulgate,ls.n14559
4,urn:cts:compnov:bible.genesis:1.4,targum,ls.n46529
4,urn:cts:compnov:bible.genesis:1.4,targum,ls.n14559
4,urn:cts:compnov:bible.genesis:1.4,septuagint,ls.n14559
5,urn:cts:compnov:bible.genesis:1.5,greek,lsj.n52571
5,urn:cts:compnov:bible.genesis:1.5,greek,lsj.n22209
5,urn:cts:compnov:bible.genesis:1.5,vulgate,ls.n3134
5,urn:cts:compnov:bible.genesis:1.5,vulgate,ls.n17516
5,urn:cts:compnov:bible.genesis:1.5,vulgate,ls.n46529
5,urn:cts:compnov:bible.genesis:1.5,vulgate,ls.n27858
5,urn:cts:compnov:bible.genesis:1.5,targum,ls.n3134
5,urn:cts:compnov:bible.genesis:1.5,targum,ls.n46529
5,urn:cts:compnov:bible.genesis:1.5,targum,ls.n27858
5,urn:cts:compnov:bible.genesis:1.5,septuagint,ls.n46529
5,urn:cts:compnov:bible.genesis:1.5,septuagint,ls.n17516
5,urn:cts:compnov:bible.genesis:1.5,septuagint,ls.n27858
6,urn:cts:compnov:bible.genesis:1.6,greek,lsj.n31161
6,urn:cts:compnov:bible.genesis:1.6,greek,lsj.n22209
6,urn:cts:compnov:bible.genesis:1.6,vulgate,ls.n13804
6,urn:cts:compnov:bible.genesis:1.6,vulgate,ls.n18209
6,urn:cts:compnov:bible.genesis:1.6,vulgate,ls.n14559
6,urn:cts:compnov:bible.genesis:1.6,targum,ls.n13804
6,urn:cts:compnov:bible.genesis:1.6,targum,ls.n46529
6,urn:cts:compnov:bible.genesis:1.6,targum,ls.n14559
6,urn:cts:compnov:bible.genesis:1.6,septuagint,ls.n13804
6,urn:cts:compnov:bible.genesis:1.6,septuagint,ls.n18209
6,urn:cts:compnov:bible.genesis:1.6,septuagint,ls.n46529
6,urn:cts:compnov:bible.genesis:1.6,septuagint,ls.n14559
7,urn:cts:compnov:bible.genesis:1.7,greek,lsj.n84234
7,urn:cts:compnov:bible.genesis:1.7,greek,lsj.n31130
7,urn:cts:compnov:bible.genesis:1.7,vulgate,ls.n17516
7,urn:cts:compnov:bible.genesis:1.7,vulgate,ls.n14559
7,urn:cts:compnov:bible.genesis:1.7,vulgate,ls.n46529
7,urn:cts:compnov:bible.genesis:1.7,targum,ls.n17516
7,urn:cts:compnov:bible.genesis:1.7,targum,ls.n14559
7,urn:cts:compnov:bible.genesis:1.7,targum,ls.n46529
7,urn:cts:compnov:bible.genesis:1.7,septuagint,ls.n17516
7,urn:cts:compnov:bible.genesis:1.7,septuagint,ls.n14559
7,urn:cts:compnov:bible.genesis:1.7,septuagint,ls.n46529
8,urn:cts:compnov:bible.genesis:1.8,greek,lsj.n52571
8,urn:cts:compnov:bible.genesis:1.8,greek,lsj.n74735
8,urn:cts:compnov:bible.genesis:1.8,greek,lsj.n22209
8,urn:cts:compnov:bible.genesis:1.8,vulgate,ls.n17516
8,urn:cts:compnov:bible.genesis:1.8,vulgate,ls.n46529
8,urn:cts:compnov:bible.genesis:1.8,vulgate,ls.n27858
8,urn:cts:compnov:bible.genesis:1.8,targum,ls.n46529
8,urn:cts:compnov:bible.genesis:1.8,targum,ls.n27858
8,urn:cts:compnov:bible.genesis:1.8,septuagint,ls.n17516
8,urn:cts:compnov:bible.genesis:1.8,septuagint,ls.n46529
8,urn:cts:compnov:bible.genesis:1.8,septuagint,ls.n27858
9,urn:cts:compnov:bible.genesis:1.9,greek,lsj.n31161
9,urn:cts:compnov:bible.genesis:1.9,greek,lsj.n74735
9,urn:cts:compnov:bible.genesis:1.9,greek,lsj.n22209
9,urn:cts:compnov:bible.genesis:1.9,vulgate,ls.n13804
9,urn:cts:compnov:bible.genesis:1.9,vulgate,ls.n10292
9,urn:cts:compnov:bible.genesis:1.9,vulgate,ls.n46529
9,urn:cts:compnov:bible.genesis:1.9,vulgate,ls.n3120
9,urn:cts:compnov:bible.genesis:1.9,vulgate,ls.n17516
9,urn:cts:compnov:bible.genesis:1.9,targum,ls.n13804
9,urn:cts:compnov:bible.genesis:1.9,targum,ls.n10292
9,urn:cts:compnov:bible.genesis:1.9,targum,ls.n46529
9,urn:cts:compnov:bible.genesis:1.9,targum,ls.n3120
9,urn:cts:compnov:bible.genesis:1.9,septuagint,ls.n13804
9,urn:cts:compnov:bible.genesis:1.9,septuagint,ls.n10292
9,urn:cts:compnov:bible.genesis:1.9,septuagint,ls.n3120
9,urn:cts:compnov:bible.genesis:1.9,septuagint,ls.n17516
9,urn:cts:compnov:bible.genesis:1.9,septuagint,ls.n46529
10,urn:cts:compnov:bible.genesis:1.10,greek,lsj.n52571
10,urn:cts:compnov:bible.genesis:1.10,greek,lsj.n74735
10,urn:cts:compnov:bible.genesis:1.10,vulgate,ls.n3134
10,urn:cts:compnov:bible.genesis:1.10,vulgate,ls.n50883
10,urn:cts:compnov:bible.genesis:1.10,vulgate,ls.n46529
10,urn:cts:compnov:bible.genesis:1.10,targum,ls.n3134
10,urn:cts:compnov:bible.genesis:1.10,targum,ls.n46529
11,urn:cts:compnov:bible.genesis:1.11,greek,lsj.n31161
11,urn:cts:compnov:bible.genesis:1.11,greek,lsj.n84234
11,urn:cts:compnov:bible.genesis:1.11,greek,lsj.n22209
11,urn:cts:compnov:bible.genesis:1.11,vulgate,ls.n19511
11,urn:cts:compnov:bible.genesis:1.11,vulgate,ls.n51044
11,urn:cts:compnov:bible.genesis:1.11,vulgate,ls.n17516
11,urn:cts:compnov:bible.genesis:1.11,vulgate,ls.n46529
11,urn:cts:compnov:bible.genesis:1.11,targum,ls.n13804
11,urn:cts:compnov:bible.genesis:1.11,targum,ls.n19511
11,urn:cts:compnov:bible.genesis:1.11,targum,ls.n43521
11,urn:cts:compnov:bible.genesis:1.11,targum,ls.n17516
11,urn:cts:compnov:bible.genesis:1.11,targum,ls.n46529
11,urn:cts:compnov:bible.genesis:1.11,septuagint,ls.n13804
11,urn:cts:compnov:bible.genesis:1.11,septuagint,ls.n19511
11,urn:cts:compnov:bible.genesis:1.11,septuagint,ls.n43521
11,urn:cts:compnov:bible.genesis:1.11,septuagint,ls.n17516
11,urn:cts:compnov:bible.genesis:1.11,septuagint,ls.n46529
12,urn:cts:compnov:bible.genesis:1.12,greek,lsj.n84234
12,urn:cts:compnov:bible.genesis:1.12,greek,lsj.n74735
12,urn:cts:compnov:bible.genesis:1.12,vulgate,ls.n51044
12,urn:cts:compnov:bible.genesis:1.12,vulgate,ls.n17516
12,urn:cts:compnov:bible.genesis:1.12,vulgate,ls.n20077
12,urn:cts:compnov:bible.genesis:1.12,vulgate,ls.n50883
12,urn:cts:compnov:bible.genesis:1.12,vulgate,ls.n46529
12,urn:cts:compnov:bible.genesis:1.12,targum,ls.n14847
12,urn:cts:compnov:bible.genesis:1.12,targum,ls.n17516
12,urn:cts:compnov:bible.genesis:1.12,targum,ls.n46529
12,urn:cts:compnov:bible.genesis:1.12,septuagint,ls.n43521
12,urn:cts:compnov:bible.genesis:1.12,septuagint,ls.n17516
13,urn:cts:compnov:bible.genesis:1.13,greek,lsj.n22209
13,urn:cts:compnov:bible.genesis:1.13,vulgate,ls.n17516
13,urn:cts:compnov:bible.genesis:1.13,vulgate,ls.n46529
13,urn:cts:compnov:bible.genesis:1.13,vulgate,ls.n27858
13,urn:cts:compnov:bible.genesis:1.13,targum,ls.n46529
13,urn:cts:compnov:bible.genesis:1.13,targum,ls.n27858
13,urn:cts:compnov:bible.genesis:1.13,septuagint,ls.n17516
13,urn:cts:compnov:bible.genesis:1.13,septuagint,ls.n46529
13,urn:cts:compnov:bible.genesis:1.13,septuagint,ls.n27858
14,urn:cts:compnov:bible.genesis:1.14,greek,lsj.n31161
14,urn:cts:compnov:bible.genesis:1.14,vulgate,ls.n13804
14,urn:cts:compnov:bible.genesis:1.14,vulgate,ls.n18209
14,urn:cts:compnov:bible.genesis:1.14,vulgate,ls.n14559
14,urn:cts:compnov:bible.genesis:1.14,vulgate,ls.n46529
14,urn:cts:compnov:bible.genesis:1.14,targum,ls.n13804
14,urn:cts:compnov:bible.genesis:1.14,targum,ls.n46529
14,urn:cts:compnov:bible.genesis:1.14,targum,ls.n31413
14,urn:cts:compnov:bible.genesis:1.14,septuagint,ls.n13804
14,urn:cts:compnov:bible.genesis:1.14,septuagint,ls.n18209
14,urn:cts:compnov:bible.genesis:1.14,septuagint,ls.n27045
14,urn:cts:compnov:bible.genesis:1.14,septuagint,ls.n46529
15,urn:cts:compnov:bible.genesis:1.15,greek,lsj.n22209
15,urn:cts:compnov:bible.genesis:1.15,vulgate,ls.n27045
15,urn:cts:compnov:bible.genesis:1.15,vulgate,ls.n21574
15,urn:cts:compnov:bible.genesis:1.15,vulgate,ls.n17516
15,urn:cts:compnov:bible.genesis:1.15,vulgate,ls.n46529
15,urn:cts:compnov:bible.genesis:1.15,targum,ls.n46529
15,urn:cts:compnov:bible.genesis:1.15,septuagint,ls.n46529
15,urn:cts:compnov:bible.genesis:1.15,septuagint,ls.n27045
15,urn:cts:compnov:bible.genesis:1.15,septuagint,ls.n17516
16,urn:cts:compnov:bible.genesis:1.16,greek,lsj.n84234
16,urn:cts:compnov:bible.genesis:1.16,vulgate,ls.n17516
16,urn:cts:compnov:bible.genesis:1.16,vulgate,ls.n38036
16,urn:cts:compnov:bible.genesis:1.16,targum,ls.n17516
16,urn:cts:compnov:bible.genesis:1.16,targum,ls.n14697
16,urn:cts:compnov:bible.genesis:1.16,septuagint,ls.n17516
17,urn:cts:compnov:bible.genesis:1.17,greek,lsj.n103922
17,urn:cts:compnov:bible.genesis:1.17,vulgate,ls.n37010
17,urn:cts:compnov:bible.genesis:1.17,vulgate,ls.n15868
17,urn:cts:compnov:bible.genesis:1.17,vulgate,ls.n27045
17,urn:cts:compnov:bible.genesis:1.17,targum,ls.n37010
17,urn:cts:compnov:bible.genesis:1.17,targum,ls.n15868
17,urn:cts:compnov:bible.genesis:1.17,septuagint,ls.n37010
17,urn:cts:compnov:bible.genesis:1.17,septuagint,ls.n15868
17,urn:cts:compnov:bible.genesis:1.17,septuagint,ls.n27045
18,urn:cts:compnov:bible.genesis:1.18,greek,lsj.n16051
18,urn:cts:compnov:bible.genesis:1.18,greek,lsj.n74735
18,urn:cts:compnov:bible.genesis:1.18,vulgate,ls.n38036
18,urn:cts:compnov:bible.genesis:1.18,vulgate,ls.n14559
18,urn:cts:compnov:bible.genesis:1.18,vulgate,ls.n50883
18,urn:cts:compnov:bible.genesis:1.18,vulgate,ls.n46529
18,urn:cts:compnov:bible.genesis:1.18,targum,ls.n14697
18,urn:cts:compnov:bible.genesis:1.18,targum,ls.n14559
18,urn:cts:compnov:bible.genesis:1.18,targum,ls.n46529
18,urn:cts:compnov:bible.genesis:1.18,septuagint,ls.n14559
19,urn:cts:compnov:bible.genesis:1.19,greek,lsj.n22209
19,urn:cts:compnov:bible.genesis:1.19,vulgate,ls.n17516
19,urn:cts:compnov:bible.genesis:1.19,vulgate,ls.n46529
19,urn:cts:compnov:bible.genesis:1.19,vulgate,ls.n27858
19,urn:cts:compnov:bible.genesis:1.19,targum,ls.n46529
19,urn:cts:compnov:bible.genesis:1.19,targum,ls.n27858
19,urn:cts:compnov:bible.genesis:1.19,septuagint,ls.n17516
19,urn:cts:compnov:bible.genesis:1.19,septuagint,ls.n46529
19,urn:cts:compnov:bible.genesis:1.19,septuagint,ls.n27858
20,urn:cts:compnov:bible.genesis:1.20,greek,lsj.n31161
20,urn:cts:compnov:bible.genesis:1.20,greek,lsj.n22209
20,urn:cts:compnov:bible.genesis:1.20,vulgate,ls.n13804
20,urn:cts:compnov:bible.genesis:1.20,vulgate,ls.n51238
20,urn:cts:compnov:bible.genesis:1.20,targum,ls.n13804
20,urn:cts:compnov:bible.genesis:1.20,septuagint,ls.n13804
20,urn:cts:compnov:bible.genesis:1.20,septuagint,ls.n17516
20,urn:cts:compnov:bible.genesis:1.20,septuagint,ls.n46529
21,urn:cts:compnov:bible.genesis:1.21,greek,lsj.n84234
21,urn:cts:compnov:bible.genesis:1.21,greek,lsj.n74735
21,urn:cts:compnov:bible.genesis:1.21,vulgate,ls.n11543
21,urn:cts:compnov:bible.genesis:1.21,vulgate,ls.n51238
21,urn:cts:compnov:bible.genesis:1.21,vulgate,ls.n50883
21,urn:cts:compnov:bible.genesis:1.21,vulgate,ls.n46529
21,urn:cts:compnov:bible.genesis:1.21,targum,ls.n11543
21,urn:cts:compnov:bible.genesis:1.21,targum,ls.n46529
21,urn:cts:compnov:bible.genesis:1.21,septuagint,ls.n17516
22,urn:cts:compnov:bible.genesis:1.22,greek,lsj.n62205
22,urn:cts:compnov:bible.genesis:1.22,vulgate,ls.n13804
22,urn:cts:compnov:bible.genesis:1.22,vulgate,ls.n11570
22,urn:cts:compnov:bible.genesis:1.22,vulgate,ls.n29924
22,urn:cts:compnov:bible.genesis:1.22,vulgate,ls.n41195
22,urn:cts:compnov:bible.genesis:1.22,targum,ls.n13804
22,urn:cts:compnov:bible.genesis:1.22,targum,ls.n11570
22,urn:cts:compnov:bible.genesis:1.22,targum,ls.n29924
22,urn:cts:compnov:bible.genesis:1.22,targum,ls.n41195
22,urn:cts:compnov:bible.genesis:1.22,septuagint,ls.n13804
22,urn:cts:compnov:bible.genesis:1.22,septuagint,ls.n11570
22,urn:cts:compnov:bible.genesis:1.22,septuagint,ls.n29924
22,urn:cts:compnov:bible.genesis:1.22,septuagint,ls.n41195
23,urn:cts:compnov:bible.genesis:1.23,greek,lsj.n22209
23,urn:cts:compnov:bible.genesis:1.23,vulgate,ls.n17516
23,urn:cts:compnov:bible.genesis:1.23,vulgate,ls.n46529
23,urn:cts:compnov:bible.genesis:1.23,vulgate,ls.n27858
23,urn:cts:compnov:bible.genesis:1.23,targum,ls.n46529
23,urn:cts:compnov:bible.genesis:1.23,targum,ls.n27858
23,urn:cts:compnov:bible.genesis:1.23,septuagint,ls.n17516
23,urn:cts:compnov:bible.genesis:1.23,septuagint,ls.n46529
23,urn:cts:compnov:bible.genesis:1.23,septuagint,ls.n27858
24,urn:cts:compnov:bible.genesis:1.24,greek,lsj.n31161
24,urn:cts:compnov:bible.genesis:1.24,greek,lsj.n22209
24,urn:cts:compnov:bible.genesis:1.24,vulgate,ls.n13804
24,urn:cts:compnov:bible.genesis:1.24,vulgate,ls.n51238
24,urn:cts:compnov:bible.genesis:1.24,vulgate,ls.n17516
24,urn:cts:compnov:bible.genesis:1.24,vulgate,ls.n46529
24,urn:cts:compnov:bible.genesis:1.24,targum,ls.n13804
24,urn:cts:compnov:bible.genesis:1.24,septuagint,ls.n13804
24,urn:cts:compnov:bible.genesis:1.24,septuagint,ls.n17516
24,urn:cts:compnov:bible.genesis:1.24,septuagint,ls.n46529
25,urn:cts:compnov:bible.genesis:1.25,greek,lsj.n84234
25,urn:cts:compnov:bible.genesis:1.25,greek,lsj.n74735
25,urn:cts:compnov:bible.genesis:1.25,vulgate,ls.n17516
25,urn:cts:compnov:bible.genesis:1.25,vulgate,ls.n50883
25,urn:cts:compnov:bible.genesis:1.25,vulgate,ls.n46529
25,urn:cts:compnov:bible.genesis:1.25,targum,ls.n17516
25,urn:cts:compnov:bible.genesis:1.25,targum,ls.n46529
25,urn:cts:compnov:bible.genesis:1.25,septuagint,ls.n17516
26,urn:cts:compnov:bible.genesis:1.26,greek,lsj.n31161
26,urn:cts:compnov:bible.genesis:1.26,greek,lsj.n84234
26,urn:cts:compnov:bible.genesis:1.26,vulgate,ls.n17516
26,urn:cts:compnov:bible.genesis:1.26,vulgate,ls.n38036
26,urn:cts:compnov:bible.genesis:1.26,vulgate,ls.n29781
26,urn:cts:compnov:bible.genesis:1.26,targum,ls.n13804
26,urn:cts:compnov:bible.genesis:1.26,targum,ls.n17516
26,urn:cts:compnov:bible.genesis:1.26,targum,ls.n41252
26,urn:cts:compnov:bible.genesis:1.26,septuagint,ls.n13804
26,urn:cts:compnov:bible.genesis:1.26,septuagint,ls.n17516
26,urn:cts:compnov:bible.genesis:1.26,septuagint,ls.n41252
27,urn:cts:compnov:bible.genesis:1.27,greek,lsj.n84234
27,urn:cts:compnov:bible.genesis:1.27,vulgate,ls.n11543
27,urn:cts:compnov:bible.genesis:1.27,targum,ls.n11543
27,urn:cts:compnov:bible.genesis:1.27,septuagint,ls.n17516
28,urn:cts:compnov:bible.genesis:1.28,greek,lsj.n62205
28,urn:cts:compnov:bible.genesis:1.28,greek,lsj.n16051
28,urn:cts:compnov:bible.genesis:1.28,vulgate,ls.n11570
28,urn:cts:compnov:bible.genesis:1.28,vulgate,ls.n29924
28,urn:cts:compnov:bible.genesis:1.28,vulgate,ls.n41195
28,urn:cts:compnov:bible.genesis:1.28,vulgate,ls.n45870
28,urn:cts:compnov:bible.genesis:1.28,vulgate,ls.n15868
28,urn:cts:compnov:bible.genesis:1.28,vulgate,ls.n14697
28,urn:cts:compnov:bible.genesis:1.28,vulgate,ls.n29781
28,urn:cts:compnov:bible.genesis:1.28,targum,ls.n13804
28,urn:cts:compnov:bible.genesis:1.28,targum,ls.n11570
28,urn:cts:compnov:bible.genesis:1.28,targum,ls.n29924
28,urn:cts:compnov:bible.genesis:1.28,targum,ls.n41195
28,urn:cts:compnov:bible.genesis:1.28,targum,ls.n15868
28,urn:cts:compnov:bible.genesis:1.28,targum,ls.n14697
28,urn:cts:compnov:bible.genesis:1.28,targum,ls.n41252
28,urn:cts:compnov:bible.genesis:1.28,septuagint,ls.n13804
28,urn:cts:compnov:bible.genesis:1.28,septuagint,ls.n11570
28,urn:cts:compnov:bible.genesis:1.28,septuagint,ls.n29924
28,urn:cts:compnov:bible.genesis:1.28,septuagint,ls.n41195
28,urn:cts:compnov:bible.genesis:1.28,septuagint,ls.n14697
28,urn:cts:compnov:bible.genesis:1.28,septuagint,ls.n21886
28,urn:cts:compnov:bible.genesis:1.28,septuagint,ls.n41252
29,urn:cts:compnov:bible.genesis:1.29,greek,lsj.n31161
29,urn:cts:compnov:bible.genesis:1.29,greek,lsj.n26447
29,urn:cts:compnov:bible.genesis:1.29,greek,lsj.n31130
29,urn:cts:compnov:bible.genesis:1.29,greek,lsj.n45996
29,urn:cts:compnov:bible.genesis:1.29,vulgate,ls.n13804
29,urn:cts:compnov:bible.genesis:1.29,vulgate,ls.n12628
29,urn:cts:compnov:bible.genesis:1.29,vulgate,ls.n12664
29,urn:cts:compnov:bible.genesis:1.29,vulgate,ls.n20077
29,urn:cts:compnov:bible.genesis:1.29,vulgate,ls.n46529
29,urn:cts:compnov:bible.genesis:1.29,targum,ls.n13804
29,urn:cts:compnov:bible.genesis:1.29,targum,ls.n12628
29,urn:cts:compnov:bible.genesis:1.29,targum,ls.n43521
29,urn:cts:compnov:bible.genesis:1.29,targum,ls.n46529
29,urn:cts:compnov:bible.genesis:1.29,septuagint,ls.n13804
29,urn:cts:compnov:bible.genesis:1.29,septuagint,ls.n12628
29,urn:cts:compnov:bible.genesis:1.29,septuagint,ls.n43521
29,urn:cts:compnov:bible.genesis:1.29,septuagint,ls.n46529
29,urn:cts:compnov:bible.genesis:1.29,septuagint,ls.n20077
30,urn:cts:compnov:bible.genesis:1.30,greek,lsj.n45996
30,urn:cts:compnov:bible.genesis:1.30,greek,lsj.n22209
30,urn:cts:compnov:bible.genesis:1.30,vulgate,ls.n29781
30,urn:cts:compnov:bible.genesis:1.30,vulgate,ls.n46529
30,urn:cts:compnov:bible.genesis:1.30,vulgate,ls.n51238
30,urn:cts:compnov:bible.genesis:1.30,vulgate,ls.n20077
30,urn:cts:compnov:bible.genesis:1.30,vulgate,ls.n17516
30,urn:cts:compnov:bible.genesis:1.30,targum,ls.n41252
30,urn:cts:compnov:bible.genesis:1.30,targum,ls.n46529
30,urn:cts:compnov:bible.genesis:1.30,septuagint,ls.n41252
30,urn:cts:compnov:bible.genesis:1.30,septuagint,ls.n20077
30,urn:cts:compnov:bible.genesis:1.30,septuagint,ls.n17516
30,urn:cts:compnov:bible.genesis:1.30,septuagint,ls.n46529
31,urn:cts:compnov:bible.genesis:1.31,greek,lsj.n74735
31,urn:cts:compnov:bible.genesis:1.31,greek,lsj.n84234
31,urn:cts:compnov:bible.genesis:1.31,greek,lsj.n22209
31,urn:cts:compnov:bible.genesis:1.31,vulgate,ls.n50883
31,urn:cts:compnov:bible.genesis:1.31,vulgate,ls.n17516
31,urn:cts:compnov:bible.genesis:1.31,vulgate,ls.n46529
31,urn:cts:compnov:bible.genesis:1.31,vulgate,ls.n27858
31,urn:cts:compnov:bible.genesis:1.31,targum,ls.n17516
31,urn:cts:compnov:bible.genesis:1.31,targum,ls.n46529
31,urn:cts:compnov:bible.genesis:1.31,targum,ls.n27858
31,urn:cts:compnov:bible.genesis:1.31,septuagint,ls.n17516
31,urn:cts:compnov:bible.genesis:1.31,septuagint,ls.n46529
31,urn:cts:compnov:bible.genesis:1.31,septuagint,ls.n27858
32,urn:cts:compnov:bible.genesis:2.1,vulgate,ls.n34910
32,urn:cts:compnov:bible.genesis:2.1,vulgate,ls.n46529
32,urn:cts:compnov:bible.genesis:2.1,vulgate,ls.n33028
32,urn:cts:compnov:bible.genesis:2.1,targum,ls.n46529
32,urn:cts:compnov:bible.genesis:2.1,septuagint,ls.n34910
32,urn:cts:compnov:bible.genesis:2.1,septuagint,ls.n46529
32,urn:cts:compnov:bible.genesis:2.1,septuagint,ls.n33028
33,urn:cts:compnov:bible.genesis:2.2,greek,lsj.n84234
33,urn:cts:compnov:bible.genesis:2.2,vulgate,ls.n17516
33,urn:cts:compnov:bible.genesis:2.2,vulgate,ls.n41284
33,urn:cts:compnov:bible.genesis:2.2,targum,ls.n46529
33,urn:cts:compnov:bible.genesis:2.2,targum,ls.n17516
33,urn:cts:compnov:bible.genesis:2.2,targum,ls.n41284
33,urn:cts:compnov:bible.genesis:2.2,septuagint,ls.n34910
33,urn:cts:compnov:bible.genesis:2.2,septuagint,ls.n17516
33,urn:cts:compnov:bible.genesis:2.2,septuagint,ls.n41284
34,urn:cts:compnov:bible.genesis:2.3,greek,lsj.n16051
34,urn:cts:compnov:bible.genesis:2.3,greek,lsj.n84234
34,urn:cts:compnov:bible.genesis:2.3,vulgate,ls.n42490
34,urn:cts:compnov:bible.genesis:2.3,vulgate,ls.n7622
34,urn:cts:compnov:bible.genesis:2.3,vulgate,ls.n11543
34,urn:cts:compnov:bible.genesis:2.3,vulgate,ls.n17516
34,urn:cts:compnov:bible.genesis:2.3,targum,ls.n42490
34,urn:cts:compnov:bible.genesis:2.3,targum,ls.n41284
34,urn:cts:compnov:bible.genesis:2.3,targum,ls.n11543
34,urn:cts:compnov:bible.genesis:2.3,targum,ls.n17516
34,urn:cts:compnov:bible.genesis:2.3,septuagint,ls.n42490
34,urn:cts:compnov:bible.genesis:2.3,septuagint,ls.n7622
34,urn:cts:compnov:bible.genesis:2.3,septuagint,ls.n22350
34,urn:cts:compnov:bible.genesis:2.3,septuagint,ls.n17516
35,urn:cts:compnov:bible.genesis:2.4,greek,lsj.n22209
35,urn:cts:compnov:bible.genesis:2.4,greek,lsj.n84234
35,urn:cts:compnov:bible.genesis:2.4,vulgate,ls.n46529
35,urn:cts:compnov:bible.genesis:2.4,vulgate,ls.n11543
35,urn:cts:compnov:bible.genesis:2.4,vulgate,ls.n17516
35,urn:cts:compnov:bible.genesis:2.4,targum,ls.n46529
35,urn:cts:compnov:bible.genesis:2.4,targum,ls.n11543
35,urn:cts:compnov:bible.genesis:2.4,septuagint,ls.n17516
35,urn:cts:compnov:bible.genesis:2.4,septuagint,ls.n46529
36,urn:cts:compnov:bible.genesis:2.5,greek,lsj.n22209
36,urn:cts:compnov:bible.genesis:2.5,greek,lsj.n31130
36,urn:cts:compnov:bible.genesis:2.5,greek,lsj.n42159
36,urn:cts:compnov:bible.genesis:2.5,vulgate,ls.n33000
36,urn:cts:compnov:bible.genesis:2.5,vulgate,ls.n19511
36,urn:cts:compnov:bible.genesis:2.5,vulgate,ls.n46529
36,urn:cts:compnov:bible.genesis:2.5,targum,ls.n46529
36,urn:cts:compnov:bible.genesis:2.5,targum,ls.n19511
36,urn:cts:compnov:bible.genesis:2.5,septuagint,ls.n33000
36,urn:cts:compnov:bible.genesis:2.5,septuagint,ls.n19511
36,urn:cts:compnov:bible.genesis:2.5,septuagint,ls.n46529
36,urn:cts:compnov:bible.genesis:2.5,septuagint,ls.n15868
38,urn:cts:compnov:bible.genesis:2.7,greek,lsj.n22209
38,urn:cts:compnov:bible.genesis:2.7,vulgate,ls.n18596
38,urn:cts:compnov:bible.genesis:2.7,vulgate,ls.n17516
38,urn:cts:compnov:bible.genesis:2.7,vulgate,ls.n46529
38,urn:cts:compnov:bible.genesis:2.7,vulgate,ls.n51238
38,urn:cts:compnov:bible.genesis:2.7,targum,ls.n11543
38,urn:cts:compnov:bible.genesis:2.7,targum,ls.n46529
38,urn:cts:compnov:bible.genesis:2.7,targum,ls.n26988
38,urn:cts:compnov:bible.genesis:2.7,septuagint,ls.n18596
38,urn:cts:compnov:bible.genesis:2.7,septuagint,ls.n17516
38,urn:cts:compnov:bible.genesis:2.7,septuagint,ls.n46529
39,urn:cts:compnov:bible.genesis:2.8,greek,lsj.n103922
39,urn:cts:compnov:bible.genesis:2.8,vulgate,ls.n37010
39,urn:cts:compnov:bible.genesis:2.8,vulgate,ls.n18596
39,urn:cts:compnov:bible.genesis:2.8,targum,ls.n37010
39,urn:cts:compnov:bible.genesis:2.8,targum,ls.n11543
39,urn:cts:compnov:bible.genesis:2.8,septuagint,ls.n33000
39,urn:cts:compnov:bible.genesis:2.8,septuagint,ls.n37010
39,urn:cts:compnov:bible.genesis:2.8,septuagint,ls.n18596
40,urn:cts:compnov:bible.genesis:2.9,targum,ls.n19511
40,urn:cts:compnov:bible.genesis:2.9,targum,ls.n17516
40,urn:cts:compnov:bible.genesis:2.9,targum,ls.n46529
40,urn:cts:compnov:bible.genesis:2.9,targum,ls.n42976
