et	2348
in	561
at	506
est	351
dixit	275
ad	260
q	207
eius	179
deus	178
non	157
iacob	155
abraam	130
super	125
de	125
me	111
mihi	110
ei	109
cum	107
terram	104
filii	101
te	96
eum	91
nomen	88
sunt	88
dns	82
ut	81
tibi	81
esau	79
ego	79
isaac	78
a	69
hoc	69
genuit	67
ecce	66
abram	65
factum	62
terra	60
eorum	59
inter	59
si	58
eo	58
aut	56
uocauit	56
ex	56
erat	56
coram	55
ipse	54
filium	54
laban	53
qd	52
terre	51
oes	51
suum	49
erit	48
fecit	48
eam	48
noe	46
annos	45
peperit	44
illi	44
suam	44
sui	43
tuum	43
post	43
uxorem	43
sicut	43
suo	42
dicens	42
tu	42
enim	42
uixit	41
rachel	41
filios	41
mea	41
ab	40
uidit	39
eos	39
ait	38
quod	38
eis	38
tua	37
ca	37
accepit	37
oibus	36
ne	36
oia	36
oues	35
oem	35
dies	35
filias	35
hec	34
tuo	34
usque	33
nunc	33
dux	33
illic	32
meum	32
hi	31
filius	31
lot	30
mei	30
tui	29
erant	29
dedit	29
mortuus	29
pro	29
dno	29
semen	29
sum	28
sm	28
qn	28
dei	28
ea	28
quam	27
suis	27
hic	27
dni	27
es	27
fuit	27
tra	26
filio	26
qcumque	26
die	26
meo	26
faciem	26
centum	26
uxor	25
pris	25
meus	25
fratres	25
pater	24
meam	24
abiit	23
tecum	23
ois	23
qui	23
adam	23
locutus	23
abimelech	23
septem	23
celi	23
illa	22
nos	22
facie	22
sarra	22
uenit	21
egressus	21
habitauit	21
ualde	21
fratris	21
domum	21
patris	21
anni	21
aqua	21
ubi	20
quem	20
ergo	20
sua	20
illius	20
ioseph	20
chanaan	20
puteum	19
propter	19
postquam	19
filie	18
adhuc	18
rex	18
ciuitatem	18
inde	18
ismael	18
aque	18
triginta	18
hanc	18
sue	18
quinque	17
genus	17
nobis	17
donec	17
sychem	17
uos	17
oe	17
rebecca	17
dabo	17
aquam	17
suos	17
uxores	17
uiri	17
homo	17
arcam	16
dne	16
uobis	16
tuus	16
fecisti	16
ipsi	16
qs	16
tuam	16
locum	16
nachor	16
surgens	16
cain	16
uerba	15
illis	15
isti	15
loco	15
filiam	15
filiorum	15
deo	15
ibi	15
quadraginta	15
frater	15
lia	15
ingressus	15
loci	15
sic	14
facta	14
oi	14
per	14
semini	14
mane	14
bonum	14
nocte	14
fuerunt	14
agro	14
ille	14
patrem	14
annorum	14
dixerunt	14
sub	14
domo	14
manus	14
filiis	14
dnm	14
duo	13
inuenit	13
sem	13
facies	13
decem	13
edom	13
sed	13
israel	13
deum	13
manum	13
apparuit	13
diebus	13
uite	13
que	13
sibi	12
gnationes	12
agar	12
ante	12
filia	12
pr	12
precepit	12
facti	12
sodomorum	12
mulier	12
uiam	12
suas	12
uiginti	12
posuit	12
altare	12
faciam	12
apud	12
accipe	12
serui	12
diem	12
erunt	12
tue	12
fili	11
gentes	11
bethel	11
uocem	11
ancillam	11
enoch	11
quos	11
audiuit	11
ultra	11
emor	11
oculis	11
hodie	11
camelos	11
bndixit	11
tuis	11
domus	11
illum	11
monte	11
forte	11
celum	11
